filterId,filterName,optionName,optionId,ID,synonyms
DEPARTUREAIRPORTS,Departure Points,Dubai Al Maktoum,DWC,3148,al maktoum international airport|dubai al maktoum airport|dubai world central airport
DEPARTUREAIRPORTS,Departure Points,San Sebastian,EAS,3149,san sebastian airport|san sebastián airport|donostia airport|san sebastian spain airport
DEPARTUREAIRPORTS,Departure Points,Edinburgh,EDI,3150,edinburgh airport|edinburgh scotland airport
DEPARTUREAIRPORTS,Departure Points,East Midlands,EMA,3151,east midlands airport|nottingham east midlands airport|east mids airport
DEPARTUREAIRPORTS,Departure Points,Faro,FAO,3152,faro airport|faro portugal airport
DEPARTUREAIRPORTS,Departure Points,Newark Liberty International,EWR,3153,newark airport|newark liberty airport|newark liberty international airport
DEPARTUREAIRPORTS,Departure Points,Rome,FCO,3154,rome fiumicino airport|fiumicino airport|leonardo da vinci airport|rome leonardo da vinci airport
DEPARTUREAIRPORTS,Departure Points,Exeter,EXT,3155,exeter airport
DEPARTUREAIRPORTS,Departure Points,Fuerteventura,FUE,3156,fuerteventura airport|fuerteventura island airport
DEPARTUREAIRPORTS,Departure Points,Fes Saiss,FEZ,3157,fes airport|fez airport|fes saiss airport|fez saiss airport
DEPARTUREAIRPORTS,Departure Points,Genoa,GOA,3158,genoa airport|genova airport|genoa cristoforo colombo airport
DEPARTUREAIRPORTS,Departure Points,Manohar International Airport,GOX,3159,manohar international airport|goa manohar airport|mopa airport|goa mopa airport
DEPARTUREAIRPORTS,Departure Points,Frankfurt,FRA,3160,frankfurt airport|frankfurt am main airport|frankfurt international airport
DEPARTUREAIRPORTS,Departure Points,Madeira,FNC,3161,madeira airport|funchal airport|madeira funchal airport|cristiano ronaldo airport
DEPARTUREAIRPORTS,Departure Points,Florence,FLR,3162,florence airport|firenze airport|florence peretola airport|peretola airport
DEPARTUREAIRPORTS,Departure Points,Maurice Bishop,GND,3163,maurice bishop international airport|grenada airport|st george's grenada airport|maurice bishop airport
DEPARTUREAIRPORTS,Departure Points,Gdansk Lech Walesa,GDN,3164,gdansk airport|gdańsk airport|lech walesa airport|gdansk lech walesa airport
DEPARTUREAIRPORTS,Departure Points,Girona Costa Brava,GRO,3165,girona airport|girona costa brava airport|costa brava airport|girona barcelona airport
DEPARTUREAIRPORTS,Departure Points,Glasgow,GLA,3166,glasgow airport|glasgow scotland airport
DEPARTUREAIRPORTS,Departure Points,Rio de Janeiro,GIG,3167,rio de janeiro airport|galeao airport|galeão airport|rio galeao airport
DEPARTUREAIRPORTS,Departure Points,Gibraltar,GIB,3168,gibraltar airport|gibraltar international airport
DEPARTUREAIRPORTS,Departure Points,Geneva,GVA,3169,geneva airport|geneva cointrin airport|cointrin airport
DEPARTUREAIRPORTS,Departure Points,Hamburg,HAM,3170,hamburg airport|hamburg germany airport
DEPARTUREAIRPORTS,Departure Points,Crete Heraklion,HER,3171,heraklion airport|heraklion crete airport|crete heraklion airport
DEPARTUREAIRPORTS,Departure Points,Helsinki,HEL,3172,helsinki airport|helsinki vantaa airport|vantaa airport
DEPARTUREAIRPORTS,Departure Points,Granada,GRX,3173,granada airport|granada spain airport
DEPARTUREAIRPORTS,Departure Points,Humberside,HUY,3174,humberside airport
DEPARTUREAIRPORTS,Departure Points,Washington Dulles International,IAD,3175,washington dulles airport|dulles airport|washington dulles international airport
DEPARTUREAIRPORTS,Departure Points,Phuket,HKT,3176,phuket airport|phuket international airport
DEPARTUREAIRPORTS,Departure Points,Tokya Haneda,HND,3177,tokyo haneda airport|haneda airport|tokyo international airport
DEPARTUREAIRPORTS,Departure Points,Hurghada,HRG,3178,hurghada airport|hurghada international airport
DEPARTUREAIRPORTS,Departure Points,Innsbruck,INN,3179,innsbruck airport|innsbruck austria airport
DEPARTUREAIRPORTS,Departure Points,Inverness,INV,3180,inverness airport|inverness scotland airport
DEPARTUREAIRPORTS,Departure Points,Ibiza,IBZ,3181,ibiza airport|ibiza island airport
DEPARTUREAIRPORTS,Departure Points,Istanbul,IST,3182,istanbul airport|istanbul international airport
DEPARTUREAIRPORTS,Departure Points,Jersey,JER,3183,jersey airport|jersey channel islands airport
DEPARTUREAIRPORTS,Departure Points,Ivalo,IVL,3184,ivalo airport|ivalo finland airport
DEPARTUREAIRPORTS,Departure Points,John F. Kennedy International,JFK,3185,john f kennedy airport|john f. kennedy international airport
DEPARTUREAIRPORTS,Departure Points,Mykonos,JMK,3186,mykonos airport|mykonos greece airport
DEPARTUREAIRPORTS,Departure Points,OR Tambo International,JNB,3187,o. r. tambo airport|johannesburg airport
DEPARTUREAIRPORTS,Departure Points,Kajaani,KAJ,3188,kajaani airport|kajaani finland airport
DEPARTUREAIRPORTS,Departure Points,Santorini,JTR,3189,santorini airport|thira airport|santorini thira airport
DEPARTUREAIRPORTS,Departure Points,Skiathos,JSI,3190,skiathos airport|skiathos greece airport
DEPARTUREAIRPORTS,Departure Points,Kuusamo,KAO,3191,kuusamo airport|kuusamo finland airport
DEPARTUREAIRPORTS,Departure Points,Kos,KGS,3192,kos airport|kos greece airport
DEPARTUREAIRPORTS,Departure Points,Keflavik International,KEF,3193,keflavik airport|keflavik international airport|reykjavik keflavik airport|iceland keflavik airport
DEPARTUREAIRPORTS,Departure Points,Kalamata International,KLX,3194,kalamata airport|kalamata international airport|kalamata greece airport
DEPARTUREAIRPORTS,Departure Points,Kuala Lumpur International,KUL,3195,kuala lumpur airport|kuala lumpur international airport
DEPARTUREAIRPORTS,Departure Points,Kittila,KTT,3196,kittila airport|kittilä airport|kittila finland airport
DEPARTUREAIRPORTS,Departure Points,Krakow John Paul II International,KRK,3197,krakow airport|kraków airport|krakow balice airport|balice airport
DEPARTUREAIRPORTS,Departure Points,McCarran International,LAS,3198,las vegas airport|mccarran international airport|mccarran airport
DEPARTUREAIRPORTS,Departure Points,Los Angeles International,LAX,3199,los angeles international airport|los angeles airport
DEPARTUREAIRPORTS,Departure Points,Kavala,KVA,3200,kavala airport|kavala greece airport
DEPARTUREAIRPORTS,Departure Points,Leeds Bradford,LBA,3201,leeds bradford airport|leeds airport|bradford airport|leeds/bradford airport
DEPARTUREAIRPORTS,Departure Points,Almeria,LEI,3202,almeria airport|almería airport|almeria spain airport
DEPARTUREAIRPORTS,Departure Points,London City,LCY,3203,london city airport|london city
DEPARTUREAIRPORTS,Departure Points,Larnaca,LCA,3204,larnaca airport|larnaca cyprus airport
DEPARTUREAIRPORTS,Departure Points,A Coruna,LCG,3205,a coruna airport|a coruña airport|la coruna airport|la coruña airport
DEPARTUREAIRPORTS,Departure Points,London Heathrow,LHR,3206,heathrow airport|london heathrow airport|london heathrow
DEPARTUREAIRPORTS,Departure Points,Jorge Chavez International,LIM,3207,lima airport|jorge chavez international airport|jorge chávez international airport|lima jorge chavez airport
DEPARTUREAIRPORTS,Departure Points,London Gatwick,LGW,3208,gatwick airport|london gatwick airport|london gatwick
DEPARTUREAIRPORTS,Departure Points,Lombok International,LOP,3209,lombok airport|lombok international airport|praya lombok airport
DEPARTUREAIRPORTS,Departure Points,Lisbon,LIS,3210,lisbon airport|lisbon humberto delgado airport|humberto delgado airport
DEPARTUREAIRPORTS,Departure Points,Liberia,LIR,3211,liberia costa rica airport|liberia airport|daniel oduber airport|guanacaste airport
DEPARTUREAIRPORTS,Departure Points,Ljubljana,LJU,3212,ljubljana airport|ljubljana joze pucnik airport|jože pučnik airport
DEPARTUREAIRPORTS,Departure Points,Milan Linate,LIN,3213,milan linate airport|linate airport|milan city airport
DEPARTUREAIRPORTS,Departure Points,London Luton,LTN,3214,luton airport|london luton airport|london luton
DEPARTUREAIRPORTS,Departure Points,Liverpool John Lennon,LPL,3215,liverpool airport|liverpool john lennon airport|john lennon airport liverpool
DEPARTUREAIRPORTS,Departure Points,La Romana,LRM,3216,la romana airport|la romana dominican republic airport
DEPARTUREAIRPORTS,Departure Points,Gran Canaria,LPA,3217,gran canaria airport|las palmas airport|las palmas gran canaria airport
DEPARTUREAIRPORTS,Departure Points,Lyon Saint Exupery,LYS,3218,lyon airport|lyon saint exupery airport|lyon saint-exupéry airport|saint exupery airport
DEPARTUREAIRPORTS,Departure Points,Luxor,LXR,3219,luxor airport|luxor international airport
DEPARTUREAIRPORTS,Departure Points,Luxembourg,LUX,3220,luxembourg airport|luxembourg findel airport|findel airport
DEPARTUREAIRPORTS,Departure Points,Manchester,MAN,3221,manchester airport
DEPARTUREAIRPORTS,Departure Points,Menorca,MAH,3222,menorca airport|mahon airport|mahón airport|menorca island airport
DEPARTUREAIRPORTS,Departure Points,Madrid-Barajas,MAD,3223,madrid airport|madrid barajas airport|adolfo suarez madrid barajas airport|madrid–barajas airport
DEPARTUREAIRPORTS,Departure Points,Muscat International,MCT,3224,muscat airport|muscat international airport
DEPARTUREAIRPORTS,Departure Points,Mombasa,MBA,3225,mombasa airport|mombasa kenya airport|moi international airport
DEPARTUREAIRPORTS,Departure Points,Montego Bay,MBJ,3226,montego bay airport|sangster international airport|montego bay jamaica airport
DEPARTUREAIRPORTS,Departure Points,Orlando International,MCO,3227,orlando airport|orlando international airport
DEPARTUREAIRPORTS,Departure Points,Mexico City International,MEX,3228,mexico city airport|mexico city international airport|benito juarez international airport|mexico city benito juarez airport
DEPARTUREAIRPORTS,Departure Points,Melbourne Orlando International,MLB,3229,melbourne orlando international airport|melbourne florida airport
DEPARTUREAIRPORTS,Departure Points,Malta,MLA,3230,malta airport|malta international airport|luqa airport
DEPARTUREAIRPORTS,Departure Points,Miami International,MIA,3231,miami airport|miami international airport
DEPARTUREAIRPORTS,Departure Points,Teesside International,MME,3232,teesside airport|teesside international airport|durham tees valley airport|tees valley airport
DEPARTUREAIRPORTS,Departure Points,Male,MLE,3233,male airport|malé airport|velana international airport|maldives airport
DEPARTUREAIRPORTS,Departure Points,Montpellier Mediterranee,MPL,3234,montpellier airport|montpellier mediterranee airport|montpellier méditerranée airport
DEPARTUREAIRPORTS,Departure Points,Mauritius,MRU,3235,mauritius airport|sir seewoosagur ramgoolam international airport|mauritius international airport
DEPARTUREAIRPORTS,Departure Points,Naples,NAP,3236,naples airport|napoli airport|naples capodichino airport|capodichino airport
DEPARTUREAIRPORTS,Departure Points,Marseille Provence,MRS,3237,marseille airport|marseille provence airport|marignane airport
DEPARTUREAIRPORTS,Departure Points,Munich,MUC,3238,munich airport|münchen airport|munich franz josef strauss airport
DEPARTUREAIRPORTS,Departure Points,Milan Malpensa,MXP,3239,milan malpensa airport|malpensa airport
DEPARTUREAIRPORTS,Departure Points,Louis Armstrong New Orleans International,MSY,3240,new orleans airport|louis armstrong new orleans international airport|louis armstrong airport|new orleans international airport
DEPARTUREAIRPORTS,Departure Points,Nassau International,NAS,3241,nassau airport|nassau international airport|lynden pindling international airport
DEPARTUREAIRPORTS,Departure Points,Jomo Kenyatta International,NBO,3242,nairobi airport|jomo kenyatta international airport|nairobi jomo kenyatta airport
DEPARTUREAIRPORTS,Departure Points,Enfidha Hammamet,NBE,3243,enfidha|enfidha airport|enfidha hammamet airport|hammamet enfidha airport|enfidha-hammamet
DEPARTUREAIRPORTS,Departure Points,Norwich,NWI,3244,norwich|norwich airport
DEPARTUREAIRPORTS,Departure Points,Ireland West,NOC,3245,ireland west|ireland west airport|knock airport|ireland west knock airport|knock
DEPARTUREAIRPORTS,Departure Points,Nuremberg,NUE,3246,nuremberg|nuremberg airport|nuernberg airport|nurnberg airport
DEPARTUREAIRPORTS,Departure Points,Nice Cote DAzur,NCE,3247,nice|nice airport|nice côte d'azur|nice cote d azur|cote d azur airport
DEPARTUREAIRPORTS,Departure Points,Tokyo Narita,NRT,3248,narita|narita airport|tokyo narita|tokyo narita airport
DEPARTUREAIRPORTS,Departure Points,OHare International,ORD,3249,o'hare|ohare|o'hare airport|chicago o'hare|chicago ohare airport
DEPARTUREAIRPORTS,Departure Points,Newcastle,NCL,3250,newcastle|newcastle airport|newcastle upon tyne airport
DEPARTUREAIRPORTS,Departure Points,Porto,OPO,3251,porto|porto airport|porto portugal airport
DEPARTUREAIRPORTS,Departure Points,Ohrid St Paul The Apostle,OHD,3252,ohrid|ohrid airport|st paul the apostle airport|ohrid st paul the apostle
DEPARTUREAIRPORTS,Departure Points,Olbia,OLB,3253,olbia|olbia airport|olbia costa smeralda|costa smeralda airport
DEPARTUREAIRPORTS,Departure Points,Oslo,OSL,3254,oslo|oslo airport|oslo gardermoen|gardermoen airport
DEPARTUREAIRPORTS,Departure Points,Perugia,PEG,3255,perugia|perugia airport|perugia san francesco d'assisi|san francesco d'assisi airport
DEPARTUREAIRPORTS,Departure Points,Prague,PRG,3256,prague|prague airport|václav havel airport prague|vaclav havel airport
DEPARTUREAIRPORTS,Departure Points,Pisa,PSA,3257,pisa|pisa airport|galileo galilei airport|pisa galileo galilei
DEPARTUREAIRPORTS,Departure Points,Paphos,PFO,3258,paphos|paphos airport
DEPARTUREAIRPORTS,Departure Points,Bucharest,OTP,3259,bucharest|bucharest airport|otopeni airport|bucharest otopeni
DEPARTUREAIRPORTS,Departure Points,Palma de Mallorca,PMI,3260,palma de mallorca|palma mallorca|palma airport|mallorca palma airport
DEPARTUREAIRPORTS,Departure Points,Cork,ORK,3261,cork|cork airport
DEPARTUREAIRPORTS,Departure Points,Palermo,PMO,3262,palermo|palermo airport|falcone borsellino airport|palermo falcone borsellino
DEPARTUREAIRPORTS,Departure Points,Praslin Island,PRI,3263,praslin|praslin island|praslin airport
DEPARTUREAIRPORTS,Departure Points,Beijing Capital International,PEK,3264,beijing capital|beijing capital airport|beijing airport (capital)|beijing capital international
DEPARTUREAIRPORTS,Departure Points,Paris Orly,ORY,3265,paris orly|orly|orly airport|paris orly airport
DEPARTUREAIRPORTS,Departure Points,Preveza Lefkas,PVK,3266,preveza|preveza airport|lefkas airport|preveza lefkada|preveza aktion
DEPARTUREAIRPORTS,Departure Points,Punta Cana,PUJ,3267,punta cana|punta cana airport
DEPARTUREAIRPORTS,Departure Points,Rabat Sale,RBA,3268,rabat|rabat airport|rabat-salé|rabat sale airport|sale airport (rabat)
DEPARTUREAIRPORTS,Departure Points,Marrakech,RAK,3269,marrakech|marrakesh|marrakech airport|marrakesh airport
DEPARTUREAIRPORTS,Departure Points,Puerto Vallarta,PVR,3270,puerto vallarta|puerto vallarta airport
DEPARTUREAIRPORTS,Departure Points,Reus,REU,3271,reus|reus airport|reus (costa dorada) airport
DEPARTUREAIRPORTS,Departure Points,Pula,PUY,3272,pula|pula airport
DEPARTUREAIRPORTS,Departure Points,Ras Al Khaimah International,RKT,3273,ras al khaimah|ras al khaimah airport|ras al khaimah international
DEPARTUREAIRPORTS,Departure Points,Riga International,RIX,3274,riga|riga airport|riga international
DEPARTUREAIRPORTS,Departure Points,Rijeka,RJK,3275,rijeka|rijeka airport
DEPARTUREAIRPORTS,Departure Points,Rhodes,RHO,3276,rhodes|rhodes airport
DEPARTUREAIRPORTS,Departure Points,Marsa Alam,RMF,3277,marsa alam|marsa alam airport|marsa alam intl airport
DEPARTUREAIRPORTS,Departure Points,Rovaniemi,RVN,3278,rovaniemi|rovaniemi airport
DEPARTUREAIRPORTS,Departure Points,Santiago-Rosalia,SCQ,3279,santiago de compostela|santiago airport|santiago de compostela airport
DEPARTUREAIRPORTS,Departure Points,Murcia International,RMU,3280,murcia|murcia airport|murcia international|murcia corvera|corvera airport
DEPARTUREAIRPORTS,Departure Points,Salen Trysil,SCR,3281,sälen|salen|sälen trysil|salen trysil airport|scandinavian mountains airport
DEPARTUREAIRPORTS,Departure Points,Seattle-Tacoma International,SEA,3282,seattle-tacoma|seattle tacoma airport|seatac|seatac airport|seattle airport
DEPARTUREAIRPORTS,Departure Points,Las America International,SDQ,3283,las américas|las americas airport|santo domingo airport|santo domingo las americas
DEPARTUREAIRPORTS,Departure Points,London Southend,SEN,3284,london southend|southend airport|london southend airport
DEPARTUREAIRPORTS,Departure Points,San Francisco International,SFO,3285,san francisco|san francisco airport|san francisco international
DEPARTUREAIRPORTS,Departure Points,Seychelles International,SEZ,3286,seychelles international|seychelles airport|mahé airport|mahe airport
DEPARTUREAIRPORTS,Departure Points,Tan Son Nhat International,SGN,3287,tan son nhat|tan son nhat airport|ho chi minh city airport|saigon airport
DEPARTUREAIRPORTS,Departure Points,Juan Santamaria,SJO,3288,juan santamaría|juan santamaria airport|san jose costa rica airport|san josé (costa rica) airport
DEPARTUREAIRPORTS,Departure Points,Thessaloniki,SKG,3289,thessaloniki|thessaloniki airport|salonika|salonika airport
DEPARTUREAIRPORTS,Departure Points,Sal,SID,3290,sal|sal island|sal airport|sal cape verde
DEPARTUREAIRPORTS,Departure Points,Sofia,SOF,3291,sofia|sofia airport
DEPARTUREAIRPORTS,Departure Points,Samos,SMI,3292,samos|samos airport
DEPARTUREAIRPORTS,Departure Points,La Palma,SPC,3293,la palma|la palma airport|santa cruz de la palma airport
DEPARTUREAIRPORTS,Departure Points,Singapore Changi,SIN,3294,changi|changi airport|singapore changi|singapore airport (changi)
DEPARTUREAIRPORTS,Departure Points,Sharm El Sheikh,SSH,3295,sharm el sheikh|sharm el-sheikh|sharm airport|sharm el sheikh airport
DEPARTUREAIRPORTS,Departure Points,Split,SPU,3296,split|split airport
DEPARTUREAIRPORTS,Departure Points,Southampton,SOU,3297,southampton|southampton airport
DEPARTUREAIRPORTS,Departure Points,Stuttgart,STR,3298,stuttgart|stuttgart airport
DEPARTUREAIRPORTS,Departure Points,Shannon,SNN,3299,shannon|shannon airport
DEPARTUREAIRPORTS,Departure Points,London Stansted,STN,3300,london stansted|stansted|stansted airport|london stansted airport
DEPARTUREAIRPORTS,Departure Points,Lamezia Terme,SUF,3301,lamezia terme|lamezia|lamezia terme airport
DEPARTUREAIRPORTS,Departure Points,Seville,SVQ,3302,seville|sevilla|seville airport|sevilla airport
DEPARTUREAIRPORTS,Departure Points,Strasbourg,SXB,3303,strasbourg|strasbourg airport
DEPARTUREAIRPORTS,Departure Points,Arthur Napoleon Raymond Robinson International,TAB,3304,tobago airport|tobago|crown point airport
DEPARTUREAIRPORTS,Departure Points,Taba,TCP,3305,taba|taba airport
DEPARTUREAIRPORTS,Departure Points,Tenerife South,TFS,3306,tenerife south|tenerife south airport|tenerife sur|reina sofia airport
DEPARTUREAIRPORTS,Departure Points,Tivat,TIV,3307,tivat|tivat airport
DEPARTUREAIRPORTS,Departure Points,Salzburg,SZG,3308,salzburg|salzburg airport|w. a. mozart airport|mozart airport salzburg
DEPARTUREAIRPORTS,Departure Points,Tirana International,TIA,3309,tirana|tirana airport|tirana international|mother teresa airport
DEPARTUREAIRPORTS,Departure Points,Tallinn,TLL,3310,tallinn|tallinn airport
DEPARTUREAIRPORTS,Departure Points,Toulouse-Blagnac,TLS,3311,toulouse|toulouse airport|toulouse blagnac|blagnac airport
DEPARTUREAIRPORTS,Departure Points,Tromso,TOS,3312,tromsø|tromso|tromso airport|tromsø airport
DEPARTUREAIRPORTS,Departure Points,Treviso,TSF,3313,treviso|treviso airport|venice treviso airport
DEPARTUREAIRPORTS,Departure Points,Tangier Ibn Battouta,TNG,3314,tangier|tangier airport|tangier ibn battouta|ibn battouta airport
DEPARTUREAIRPORTS,Departure Points,Turin,TRN,3315,turin|turin airport|torino|torino airport
DEPARTUREAIRPORTS,Departure Points,Hewanorra International,UVF,3316,hewanorra|hewanorra airport|st lucia hewanorra|saint lucia hewanorra airport
DEPARTUREAIRPORTS,Departure Points,Varna,VAR,3317,varna|varna airport
DEPARTUREAIRPORTS,Departure Points,Vilnius International,VNO,3318,vilnius|vilnius airport|vilnius international
DEPARTUREAIRPORTS,Departure Points,Venice,VCE,3319,venice|venice airport|venice marco polo|marco polo airport
DEPARTUREAIRPORTS,Departure Points,Vienna,VIE,3320,vienna|vienna airport|vienna international
DEPARTUREAIRPORTS,Departure Points,Valencia,VLC,3321,valencia|valencia airport
DEPARTUREAIRPORTS,Departure Points,Verona,VRN,3322,verona|verona airport|verona villafranca|villafranca airport
DEPARTUREAIRPORTS,Departure Points,Samui International,USM,3323,koh samui|ko samui|samui airport|koh samui airport
DEPARTUREAIRPORTS,Departure Points,Warsaw Choprin,WAW,3324,warsaw|warsaw airport|warsaw chopin|chopin airport
DEPARTUREAIRPORTS,Departure Points,Halifax Stanfield International,YHZ,3325,halifax|halifax airport|halifax stanfield|stanfield airport halifax
DEPARTUREAIRPORTS,Departure Points,Montreal,YUL,3326,montreal|montréal|montreal airport|montréal airport|trudeau airport
DEPARTUREAIRPORTS,Departure Points,Jerez,XRY,3327,jerez|jerez airport|jerez de la frontera|jerez de la frontera airport
DEPARTUREAIRPORTS,Departure Points,Vancouver International,YVR,3328,vancouver|vancouver airport|vancouver international
DEPARTUREAIRPORTS,Departure Points,Toronto Pearson International,YYZ,3329,toronto pearson|pearson airport|toronto airport (pearson)|toronto pearson international
DEPARTUREAIRPORTS,Departure Points,Zagreb Franjo Tudman,ZAG,3330,zagreb|zagreb airport|franjo tuđman airport|franjo tudman airport
DEPARTUREAIRPORTS,Departure Points,Calgary International,YYC,3331,calgary|calgary airport|calgary international
DEPARTUREAIRPORTS,Departure Points,Abeid Amani Karume International,ZNZ,3332,zanzibar|zanzibar airport|abeid amani karume|zanzibar international
DEPARTUREAIRPORTS,Departure Points,Zurich,ZRH,3333,zurich|zürich|zurich airport|zürich airport
DEPARTUREAIRPORTS,Departure Points,Zante,ZTH,3334,zante|zakynthos|zante airport|zakynthos airport
DEPARTUREAIRPORTS,Departure Points,Sharjah Intl. Airport,SHJ,3335,sharjah|sharjah airport|sharjah international
DEPARTUREAIRPORTS,Departure Points,Fujairah Intl. Airport,FJR,3336,fujairah|fujairah airport|fujairah international
DEPARTUREAIRPORTS,Departure Points,Jardines del Rey Apt,CCC,3337,jardines del rey|jardines del rey airport|cayo coco airport|cayo coco
DEPARTUREAIRPORTS,Departure Points,Juan G. Gomez Airport,VRA,3338,juan g. gómez|juan g gomez airport|varadero airport|varadero
DEPARTUREAIRPORTS,Departure Points,Frank Pais Airport,HOG,3339,frank país airport|frank pais airport|holguin airport|holguín airport|holguin
DEPARTUREAIRPORTS,Departure Points,Jose Marti Airport,HVA,3340,
DEPARTUREAIRPORTS,Departure Points,Abel S.Maria Airport,SNU,3341,abel santamaría airport|abel santamaria airport|santa clara cuba airport|santa clara airport (cuba)
DEPARTUREAIRPORTS,Departure Points,El Catey Airport,AZS,3342,el catey|el catey airport|samaná airport|samana airport
DEPARTUREAIRPORTS,Departure Points,La Union Airport,POP,3343,puerto plata airport|puerto plata|gregorio luperón airport|gregorio luperon airport
DEPARTUREAIRPORTS,Departure Points,Dabolim Airport,GOI,3344,dabolim|dabolim airport|goa airport|goa dabolim airport
DEPARTUREAIRPORTS,Departure Points,Cozumel Intl Airport,CZM,3345,cozumel|cozumel airport|cozumel international
DEPARTUREAIRPORTS,Departure Points,Lambert-St Louis,STL,3346,st louis lambert|lambert st louis airport|st louis airport|lambert airport
DEPARTUREAIRPORTS,Departure Points,Mississipp Airport,JAN,3347,jackson mississippi airport|jackson airport (mississippi)
DEPARTUREAIRPORTS,Departure Points,Minneapolis Airport,MSP,3348,minneapolis airport|minneapolis–saint paul airport|minneapolis st paul airport
DEPARTUREAIRPORTS,Departure Points,Detroit Airport,DTW,3349,detroit airport|detroit metro airport|detroit metropolitan airport
DEPARTUREAIRPORTS,Departure Points,Baltimore Washington Airport,BWI,3350,baltimore airport|baltimore washington airport|baltimore-washington airport
DEPARTUREAIRPORTS,Departure Points,Bangor International,BGR,3351,bangor airport|bangor international airport|bangor maine airport
DEPARTUREAIRPORTS,Departure Points,Alburquerque International,ABQ,3352,albuquerque airport|albuquerque international airport|albuquerque
DEPARTUREAIRPORTS,Departure Points,New Hampshire Airport,MHT,3353,manchester new hampshire airport
DEPARTUREAIRPORTS,Departure Points,Reno/Tahoe International Airport,RNO,3354,reno airport|reno tahoe airport|reno/tahoe airport
DEPARTUREAIRPORTS,Departure Points,Appley Airfield,OMA,3355,
DEPARTUREAIRPORTS,Departure Points,Montana Airport,BIL,3356,billings airport|billings montana airport|billings
DEPARTUREAIRPORTS,Departure Points,Standiford Field,SDF,3357,louisville airport|louisville international airport|standiford field airport|louisville standiford field
DEPARTUREAIRPORTS,Departure Points,Wyoming Airport,JAC,3358,jackson hole airport|jackson hole|jackson wyoming airport
DEPARTUREAIRPORTS,Departure Points,General Mitchell,MKE,3359,milwaukee airport|general mitchell airport|milwaukee general mitchell
DEPARTUREAIRPORTS,Departure Points,West Virgina Airport,CRW,3360,charleston west virginia airport|yeager airport
DEPARTUREAIRPORTS,Departure Points,Tampa International,TPA,3361,tampa airport|tampa international airport|tampa international
DEPARTUREAIRPORTS,Departure Points,Southwest Florida,RSW,3362,southwest florida airport|fort myers airport|fort myers southwest florida airport
DEPARTUREAIRPORTS,Departure Points,Fort Lauderdale International,FLL,3363,fort lauderdale airport|fort lauderdale international airport|ft lauderdale airport
DEPARTUREAIRPORTS,Departure Points,Harford Bradley International,BDL,3364,hartford bradley airport|bradley international airport|hartford airport (bradley)
DEPARTUREAIRPORTS,Departure Points,San Jose Airport,SJC,3365,san jose california airport|san jose airport (california)
DEPARTUREAIRPORTS,Departure Points,San Diego Airport,SAN,3366,san diego airport|san diego international airport|lindbergh field
DEPARTUREAIRPORTS,Departure Points,Sacramento Airport,SMF,3367,sacramento airport|sacramento international airport
DEPARTUREAIRPORTS,Departure Points,Arkansas Airport,LIT,3368,little rock airport|little rock arkansas airport|little rock
DEPARTUREAIRPORTS,Departure Points,Phoenix Airport,PHX,3369,phoenix airport|phoenix sky harbor|sky harbor airport
DEPARTUREAIRPORTS,Departure Points,Birmingham Shuttlesworth Airport,BHM,3370,birmingham alabama airport|birmingham shuttlesworth airport
DEPARTUREAIRPORTS,Departure Points,Anchorage Airport,ANC,3371,anchorage airport|anchorage international airport|ted stevens anchorage airport
DEPARTUREAIRPORTS,Departure Points,Orlando Sanford Airport,SFB,3372,orlando sanford|sanford airport|orlando sanford airport
DEPARTUREAIRPORTS,Departure Points,Washington Airport,GEG,3373,spokane airport|spokane washington airport|spokane international airport
DEPARTUREAIRPORTS,Departure Points,Virginia Airport,ORF,3374,norfolk airport|norfolk virginia airport|norfolk international airport
DEPARTUREAIRPORTS,Departure Points,Richmond Airport,RIC,3375,richmond airport|richmond virginia airport|richmond international airport
DEPARTUREAIRPORTS,Departure Points,Vermont Airport,BTV,3376,burlington vermont airport|burlington airport (vermont)
DEPARTUREAIRPORTS,Departure Points,Salt Lake City Airport,SLC,3377,salt lake city airport|salt lake airport
DEPARTUREAIRPORTS,Departure Points,San Antonio Airport,SAT,3378,san antonio airport|san antonio international airport
DEPARTUREAIRPORTS,Departure Points,Houston Airport,IAH,3379,houston airport (intercontinental)|houston george bush airport|george bush intercontinental
DEPARTUREAIRPORTS,Departure Points,Iowa Airport,BRL,3380,
DEPARTUREAIRPORTS,Departure Points,Indianapolis International,IND,3381,indianapolis airport|indianapolis international airport|indy airport
DEPARTUREAIRPORTS,Departure Points,Chicago Airport,MDW,3382,chicago midway|midway airport|chicago midway airport
DEPARTUREAIRPORTS,Departure Points,Fort Worth International,DFW,3383,dallas fort worth airport|dallas–fort worth airport
DEPARTUREAIRPORTS,Departure Points,Texas Airport,AUS,3384,austin airport|austin texas airport|austin bergstrom|austin-bergstrom airport
DEPARTUREAIRPORTS,Departure Points,Memphis International,MEM,3385,memphis airport|memphis international airport
DEPARTUREAIRPORTS,Departure Points,South Dakota Airport,RAP,3386,rapid city airport|rapid city south dakota airport|rapid city regional airport
DEPARTUREAIRPORTS,Departure Points,South Carolina,CHS,3387,charleston south carolina airport
DEPARTUREAIRPORTS,Departure Points,Theodore Francis,PVD,3388,providence airport|providence rhode island airport|t. f. green airport
DEPARTUREAIRPORTS,Departure Points,Philadelphia International,PHL,3389,philadelphia airport|philadelphia international airport|philly airport
